ENA_Run	COG_ID
ERR5168501	CAMB-791F0
ERR5168502	CAMB-7920C
ERR5168481	CAMB-7922A
ERR5168457	CAMB-79239
ERR5168460	CAMB-79248
ERR5168442	CAMB-79257
ERR5168438	CAMB-79266
ERR5168414	CAMB-79275
ERR5168409	CAMB-79284
ERR5168383	CAMB-792A2
ERR5168355	CAMB-792C0
ERR5168333	CAMB-792EE
ERR5168556	CAMB-792FD
ERR5168543	CAMB-79327
ERR5168531	CAMB-79336
ERR5168529	CAMB-79345
ERR5168515	CAMB-79363
ERR5168505	CAMB-79372
ERR5168487	CAMB-79390
ERR5168483	CAMB-793AF
ERR5168465	CAMB-793BE
ERR5168462	CAMB-793CD
ERR5168433	CAMB-793DC
ERR5168445	CAMB-793FA
ERR5168449	CAMB-79406
ERR5168418	CAMB-79415
ERR5168422	CAMB-79424
ERR5168388	CAMB-79433
ERR5168392	CAMB-79442
ERR5168362	CAMB-79451
ERR5168366	CAMB-79460
ERR5168558	CAMB-7949D
ERR5168560	CAMB-794AC
ERR5168545	CAMB-794CA
ERR5168533	CAMB-794D9
ERR5168517	CAMB-794F7
ERR5168520	CAMB-79503
ERR5168507	CAMB-79512
ERR5168508	CAMB-79521
ERR5168490	CAMB-79530
ERR5168493	CAMB-7954F
ERR5168468	CAMB-7955E
ERR5168471	CAMB-7956D
ERR5168622	CAMB-7957C
ERR5168703	CAMB-7958B
ERR5168645	CAMB-7959A
ERR5168719	CAMB-795A9
ERR5168674	CAMB-795B8
ERR5168578	CAMB-795C7
ERR5168595	CAMB-795D6
ERR5168629	CAMB-795E5
ERR5168587	CAMB-795F4
ERR5168573	CAMB-7961F
ERR5168686	CAMB-7962E
ERR5168547	CAMB-7963D
ERR5168625	CAMB-7964C
ERR5168535	CAMB-7965B
ERR5168638	CAMB-7966A
ERR5168522	CAMB-79679
ERR5168667	CAMB-79688
ERR5168509	CAMB-79697
ERR5168693	CAMB-796A6
ERR5168496	CAMB-796B5
ERR5168714	CAMB-796C4
ERR5168598	CAMB-796E2
ERR5168561	CAMB-796F1
ERR5168582	CAMB-7970D
ERR5168590	CAMB-7971C
ERR5168771	CAMB-7973A
ERR5168743	CAMB-79749
ERR5168775	CAMB-79758
ERR5168746	CAMB-79767
ERR5168802	CAMB-79776
ERR5168749	CAMB-79785
ERR5168778	CAMB-79794
ERR5168751	CAMB-797A3
ERR5168781	CAMB-797B2
ERR5168754	CAMB-797C1
ERR5168783	CAMB-797D0
ERR5168756	CAMB-797EF
ERR5168786	CAMB-797FE
ERR5168757	CAMB-7980A
ERR5168789	CAMB-79819
ERR5168760	CAMB-79828
ERR5168792	CAMB-79837
ERR5168763	CAMB-79846
ERR5168796	CAMB-79855
ERR5168765	CAMB-79864
ERR5168799	CAMB-79873
ERR5168768	CAMB-79882
ERR5168816	CAMB-79891
ERR5169380	CAMB-798A0
ERR5169417	CAMB-798CE
ERR5169480	CAMB-798DD
ERR5169393	CAMB-798EC
ERR5169464	CAMB-798FB
ERR5168322	CAMB-79907
ERR5169439	CAMB-79916
ERR5168350	CAMB-79925
ERR5168548	CAMB-79B3E
ERR5168555	CAMB-79B4D
ERR5168526	CAMB-79B5C
ERR5168546	CAMB-79B6B
ERR5168514	CAMB-79B7A
ERR5168532	CAMB-79B89
ERR5168510	CAMB-79B98
ERR5168516	CAMB-79BA7
ERR5168500	CAMB-79BB6
ERR5168478	CAMB-79BD4
ERR5168482	CAMB-79BE3
ERR5168456	CAMB-79BF2
ERR5168477	CAMB-79C0E
ERR5168426	CAMB-79C1D
ERR5168448	CAMB-79C2C
ERR5168404	CAMB-79C3B
ERR5168371	CAMB-79C59
ERR5168401	CAMB-79C68
ERR5168345	CAMB-79C77
ERR5168343	CAMB-79CA4
ERR5168557	CAMB-79CB3
ERR5168554	CAMB-79CC2
ERR5168550	CAMB-79CD1
ERR5168538	CAMB-79CE0
ERR5168536	CAMB-79CFF
ERR5168524	CAMB-79D0B
ERR5168521	CAMB-79D1A
ERR5168513	CAMB-79D29
ERR5168506	CAMB-79D38
ERR5168492	CAMB-79D47
ERR5168480	CAMB-79D65
ERR5168474	CAMB-79D74
ERR5168467	CAMB-79D83
ERR5168429	CAMB-79DA1
ERR5168421	CAMB-79DB0
ERR5168408	CAMB-79DCF
ERR5168398	CAMB-79DDE
ERR5168374	CAMB-79DED
ERR5168365	CAMB-79DFC
ERR5168352	CAMB-79E08
ERR5168341	CAMB-79E17
ERR5168329	CAMB-79E26
ERR5168553	CAMB-79E35
ERR5168753	CAMB-79E44
ERR5168518	CAMB-79E53
ERR5168750	CAMB-79E62
ERR5168544	CAMB-79E71
ERR5168736	CAMB-79E80
ERR5168534	CAMB-79E9F
ERR5168733	CAMB-79EAE
ERR5168503	CAMB-79EBD
ERR5168759	CAMB-79ECC
ERR5168486	CAMB-79EDB
ERR5168762	CAMB-79EEA
ERR5168464	CAMB-79EF9
ERR5168437	CAMB-79F14
ERR5168767	CAMB-79F23
ERR5168411	CAMB-79F32
ERR5168413	CAMB-79F41
ERR5168378	CAMB-79F50
ERR5168390	CAMB-79F6F
ERR5168347	CAMB-79F7E
ERR5168358	CAMB-79F8D
ERR5168325	CAMB-79F9C
ERR5168337	CAMB-79FAB
ERR5168666	CAMB-79FBA
ERR5168720	CAMB-79FC9
ERR5168670	CAMB-79FD8
ERR5168715	CAMB-79FE7
ERR5168655	CAMB-79FF6
ERR5168713	CAMB-7A001
ERR5168654	CAMB-7A010
ERR5168707	CAMB-7A02F
ERR5168685	CAMB-7A03E
ERR5168725	CAMB-7A04D
ERR5168680	CAMB-7A07A
ERR5168718	CAMB-7A089
ERR5168658	CAMB-7A098
ERR5168710	CAMB-7A0A7
ERR5168700	CAMB-7A0B6
ERR5168745	CAMB-7A0C5
ERR5168705	CAMB-7A0D4
ERR5168742	CAMB-7A0E3
ERR5168697	CAMB-7A0F2
ERR5168730	CAMB-7A10E
ERR5168692	CAMB-7A11D
ERR5168728	CAMB-7A12C
ERR5168589	CAMB-7A13B
ERR5168614	CAMB-7A14A
ERR5168575	CAMB-7A159
ERR5168688	CAMB-7A168
ERR5168600	CAMB-7A177
ERR5168586	CAMB-7A195
ERR5168740	CAMB-7A1A4
ERR5168624	CAMB-7A1B3
ERR5168721	CAMB-7A1C2
ERR5168631	CAMB-7A1D1
ERR5168568	CAMB-7A1E0
ERR5168627	CAMB-7A1FF
ERR5168580	CAMB-7A20B
ERR5168621	CAMB-7A21A
ERR5168581	CAMB-7A229
ERR5168609	CAMB-7A247
ERR5168315	CAMB-7A256
ERR5168642	CAMB-7A256
ERR5168604	CAMB-7A265
ERR5168647	CAMB-7A274
ERR5168597	CAMB-7A283
ERR5168650	CAMB-7A292
ERR5168594	CAMB-7A2A1
ERR5168716	CAMB-7A2B0
ERR5168677	CAMB-7A2CF
ERR5168648	CAMB-7A2DE
ERR5168610	CAMB-7A2ED
ERR5168569	CAMB-7A2FC
ERR5168737	CAMB-7A308
ERR5168708	CAMB-7A326
ERR5168828	CAMB-7A335
ERR5168662	CAMB-7A344
ERR5168832	CAMB-7A353
ERR5168673	CAMB-7A362
ERR5168852	CAMB-7A371
ERR5168617	CAMB-7A380
ERR5168711	CAMB-7A39F
ERR5168635	CAMB-7A3AE
ERR5168689	CAMB-7A3BD
ERR5168563	CAMB-7A3CC
ERR5168628	CAMB-7A3DB
ERR5168571	CAMB-7A3EA
ERR5168748	CAMB-7A405
ERR5168798	CAMB-7A441
ERR5168566	CAMB-7A450
ERR5168801	CAMB-7A46F
ERR5168601	CAMB-7A47E
ERR5168841	CAMB-7A48D
ERR5168618	CAMB-7A49C
ERR5168845	CAMB-7A4AB
ERR5168815	CAMB-7A4BA
ERR5168788	CAMB-7A4C9
ERR5168820	CAMB-7A4D8
ERR5168791	CAMB-7A4E7
ERR5168818	CAMB-7A4F6
ERR5168804	CAMB-7A502
ERR5168835	CAMB-7A511
ERR5168807	CAMB-7A520
ERR5168848	CAMB-7A53F
ERR5168659	CAMB-7A55D
ERR5168812	CAMB-7A56C
ERR5168640	CAMB-7A57B
ERR5168843	CAMB-7A58A
ERR5168729	CAMB-7A599
ERR5168681	CAMB-7A5A8
ERR5168698	CAMB-7A5B7
ERR5168633	CAMB-7A5C6
ERR5168663	CAMB-7A5D5
ERR5168726	CAMB-7A5E4
ERR5168605	CAMB-7A5F3
ERR5168722	CAMB-7A60F
ERR5168731	CAMB-7A61E
ERR5168701	CAMB-7A62D
ERR5168770	CAMB-7A63C
ERR5168823	CAMB-7A64B
ERR5168773	CAMB-7A65A
ERR5168826	CAMB-7A669
ERR5168774	CAMB-7A678
ERR5168831	CAMB-7A687
ERR5168777	CAMB-7A696
ERR5168838	CAMB-7A6A5
ERR5168780	CAMB-7A6B4
ERR5168702	CAMB-7A6C3
ERR5168671	CAMB-7A6E1
ERR5168785	CAMB-7A6F0
ERR5168615	CAMB-7A70C
ERR5168795	CAMB-7A71B
ERR5168734	CAMB-7A72A
ERR5169426	CAMB-7A739
ERR5169431	CAMB-7A748
ERR5169392	CAMB-7A757
ERR5169388	CAMB-7A766
ERR5168326	CAMB-7A775
ERR5168330	CAMB-7A784
ERR5168339	CAMB-7A793
ERR5168351	CAMB-7A7A2
ERR5168363	CAMB-7A7B1
ERR5168376	CAMB-7A7C0
ERR5168405	CAMB-7A7DF
ERR5168406	CAMB-7A7EE
ERR5168428	CAMB-7A7FD
ERR5168431	CAMB-7A809
ERR5168439	CAMB-7A818
ERR5168443	CAMB-7A827
ERR5168470	CAMB-7A836
ERR5169492	CAMB-7A854
ERR5169482	CAMB-7A863
ERR5169462	CAMB-7A872
ERR5169453	CAMB-7A881
ERR5169443	CAMB-7A890
ERR5169449	CAMB-7A8EB
ERR5169398	CAMB-7A924
ERR5169490	CAMB-7A942
ERR5169455	CAMB-7A960
ERR5169437	CAMB-7A98E
ERR5168454	CAMB-7A99D
ERR5168416	CAMB-7A9AC
ERR5168435	CAMB-7A9CA
ERR5168357	CAMB-7A9D9
ERR5168387	CAMB-7A9E8
ERR5168489	CAMB-7AA21
ERR5168369	CAMB-7B589
ERR5168450	CAMB-7B598
ERR5168395	CAMB-7B5A7
ERR5168424	CAMB-7B5C5
ERR5169476	CAMB-7B5D4
ERR5169468	CAMB-7B61D
ERR5169486	CAMB-7B62C
ERR5169473	CAMB-7B64A
ERR5169413	CAMB-7B659
ERR5169458	CAMB-7B668
ERR5169400	CAMB-7B677
ERR5169424	CAMB-7B686
ERR5168318	CAMB-7B695
ERR5169407	CAMB-7B6A4
